what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328811401253
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328811413200
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328811463449
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328811476429
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328811478363
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328811503380
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328811523360
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328811590068
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328811602872
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328811656831
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328811657370
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328811667682
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328811684464
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328811688567
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1328811802570
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328811804437
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328811808079
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328811816685
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328811823840
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328811828792
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328811855510
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328811890860
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328811922424
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328811979125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328811980366
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328811980643
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1328811981175
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1328811981378
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1328811981379
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1328811981380
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1328811981381
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1328811981382
stopped,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1328811981382
stopped,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1328811981383
stopped,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1328811981383
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1328811981414
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1328811981415
stopped,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1328811981431
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1328811981431
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1328811981451
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1328811981452
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1328811981453
stopped,bundle,org.eclipse.help.base,3.6.1.v201109091335,"org.eclipse.help.base",1328811981453
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1328811981475
